序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平
660,22,一,物流,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,无,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,1
661,22,2021,管科,2,1,3,2,2,3,2,4,1,1,2,2,3,3,2,1,1,3,2,3,3,3,1,2,2,3,2,2,2,3,3,2,1,3,3,3,2,2,3,3,3,3,2,2,3,3,2,1,3,2,2,3,2,3,4,2,2,2,2,2,2,3,2,3,3,4,2,1,1,1,1,1,1,2,走路，瑜伽,3.0,20.0,4.0,20.0,7.0,80.0,,2.42,2.3,2.27,2.33,2.2,2.8,2.39,60.0,80.0,560.0,480.0,320.0,1848.0,2648.0,3
672,22,2021,管理科学与工程,1,2,3,3,1,4,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,3,1,1,3,3,4,4,3,2,3,1,1,1,3,1,1,3,3,1,1,1,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,-2,1,1,1,羽毛球跑步,2.0,60.0,0.0,0.0,7.0,60.0,300.0,2.25,1.7,1.36,1.33,1.6,1.8,1.69,120.0,0.0,420.0,960.0,0.0,1386.0,2346.0,2
675,23,研究生一年级,管理科学与工程,1,2,2,2,1,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,篮球，羽毛球,3.0,90.0,2.0,20.0,7.0,20.0,360.0,2.08,1.8,2.0,1.89,2.2,1.9,1.98,270.0,40.0,140.0,2160.0,160.0,462.0,2782.0,3
680,23,研一,管理科学与工程,2,1,4,4,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,60.0,6.0,60.0,540.0,2.08,2.0,1.82,2.11,2.0,2.0,2.0,0.0,300.0,360.0,0.0,1200.0,1188.0,2388.0,2
688,23,2021,管理科学与工程,2,2,4,3,2,5,3,4,3,2,3,3,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,无,0.0,0.0,0.0,0.0,0.0,,,3.17,2.8,2.45,3.0,3.0,3.0,2.9,0.0,0.0,,0.0,0.0,,,1
691,26,2021级,管理科学与工程,1,1,3,3,1,2,3,3,2,1,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,5,2,2,4,2,3,2,2,2,3,4,2,2,5,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,3,1,2,1,3,1,1,2,2,2,3,3,3,2,-2,1,1,1,1,1,打乒乓球,0.0,0.0,5.0,20.0,7.0,30.0,360.0,2.75,2.2,2.09,2.11,2.8,2.1,2.35,0.0,100.0,210.0,0.0,400.0,693.0,1093.0,2
692,20,大三,广播电视编导,2,2,3,3,1,4,3,2,1,1,2,3,2,2,4,2,2,2,2,4,2,3,2,3,2,5,1,1,2,3,5,1,1,3,2,4,2,2,5,4,2,2,2,4,2,3,2,4,4,3,4,4,2,2,4,2,4,3,2,3,1,2,1,2,3,4,1,1,1,1,1,1,1,1,跑步，走路,3.0,30.0,3.0,30.0,7.0,50.0,,2.92,2.3,2.45,2.78,2.7,2.4,2.6,90.0,90.0,350.0,720.0,360.0,1155.0,2235.0,3
694,21,研二,管科,2,1,3,3,1,4,1,1,1,1,1,1,2,1,1,1,2,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,5,5,3,1,3,3,1,3,3,3,3,3,3,1,1,1,3,1,5,1,1,1,1,3,1,3,5,1,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,2.25,1.6,1.82,1.89,2.5,2.0,2.02,0.0,0.0,,0.0,0.0,,,1
699,23,2021级,工程财务与造价管理,2,1,3,2,2,4,2,3,2,2,3,2,2,3,3,2,2,2,2,3,1,2,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,3,4,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,3,1,2,2,2,3,2,-2,2,-2,1,1,1,打羽毛球,0.0,0.0,0.0,0.0,7.0,30.0,420.0,2.42,2.3,2.09,2.44,2.9,2.3,2.4,0.0,0.0,210.0,0.0,0.0,693.0,693.0,2
704,22,研一,管理科学与工程,1,2,3,2,1,4,1,1,1,1,1,2,3,1,2,1,2,3,3,2,4,3,3,3,1,2,1,1,3,1,3,1,2,2,1,1,3,1,4,3,1,2,4,4,1,2,1,2,3,1,1,2,3,3,2,1,3,2,1,2,4,1,1,1,3,1,3,1,1,1,1,1,1,1,健身房锻炼,6.0,120.0,6.0,120.0,7.0,60.0,240.0,2.17,1.6,1.73,2.22,2.7,1.8,2.03,720.0,720.0,420.0,5760.0,2880.0,1386.0,10026.0,3
706,22,研一,物流工程与管理,2,2,3,3,2,3,2,3,3,2,2,2,3,2,1,1,1,2,1,4,2,2,3,2,1,3,2,2,3,2,3,3,3,2,3,2,3,3,3,2,2,1,2,3,2,1,2,3,1,1,2,2,3,1,2,1,2,1,3,2,2,3,1,1,2,2,3,2,-2,1,1,1,1,1,收拾房间,0.0,0.0,1.0,90.0,7.0,60.0,240.0,2.17,2.7,1.45,2.22,2.7,1.6,2.13,0.0,90.0,420.0,0.0,360.0,1386.0,1746.0,2
707,22,2021,物流,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,1
709,22,研一,管理科学与工程,2,2,3,2,1,3,2,4,1,1,2,2,1,3,1,1,2,3,2,2,1,1,2,3,2,5,2,1,2,3,2,1,3,1,1,3,1,3,5,3,1,1,1,2,1,4,1,2,3,2,4,3,2,3,3,1,3,1,3,2,1,2,1,1,4,4,2,1,1,1,1,1,1,1,跳舞,1.0,90.0,5.0,30.0,7.0,45.0,480.0,2.17,2.0,1.55,2.11,2.6,2.5,2.15,90.0,150.0,315.0,720.0,600.0,1039.5,2359.5,2
710,22,2021,物流工程与管理,2,2,3,2,2,3,2,4,2,2,3,2,2,3,4,1,2,3,2,2,2,3,2,3,2,4,2,2,2,2,2,2,2,2,2,3,2,1,4,3,3,2,2,2,3,4,2,2,4,2,3,4,2,3,4,2,2,1,2,2,2,2,2,2,4,4,2,2,-2,2,-2,2,-2,1,走路,0.0,0.0,0.0,0.0,0.0,,,2.58,2.3,2.18,2.44,2.4,2.9,2.47,0.0,0.0,,0.0,0.0,,,1
711,19,2021,法语,1,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,4.0,120.0,4.0,120.0,7.0,30.0,720.0,2.17,2.0,2.0,2.11,2.2,2.0,2.08,480.0,480.0,210.0,3840.0,1920.0,693.0,6453.0,3
712,18,2021级,法学➕法语,1,2,3,4,1,5,4,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,回宿舍,3.0,60.0,7.0,60.0,7.0,30.0,600.0,2.33,1.9,2.0,2.11,2.0,2.0,2.06,180.0,420.0,210.0,1440.0,1680.0,693.0,3813.0,3
713,18,2021级,阿拉伯语,1,2,3,3,1,3,2,2,2,2,2,3,3,3,2,2,2,2,3,2,1,3,4,3,2,1,2,2,1,2,3,3,2,3,1,3,2,3,2,3,1,2,2,2,2,2,2,3,3,2,3,3,1,2,3,2,4,2,3,2,3,3,3,3,2,2,4,1,1,1,1,1,1,2,跑步,3.0,45.0,5.0,60.0,7.0,30.0,,2.42,2.2,2.36,2.78,2.6,1.9,2.37,135.0,300.0,210.0,1080.0,1200.0,693.0,2973.0,3
718,19,大一,泰语,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,7.0,60.0,2.0,60.0,0.0,,60.0,1.25,1.2,1.27,1.44,1.5,1.4,1.34,420.0,120.0,,3360.0,480.0,,,2
722,19,大一,韩语,1,2,3,2,1,4,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球跑步,3.0,60.0,2.0,30.0,4.0,30.0,60.0,2.75,2.7,2.82,2.78,2.9,2.8,2.79,180.0,60.0,120.0,1440.0,240.0,396.0,2076.0,3
723,18,大一,翻译,1,1,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,俯卧撑,2.0,20.0,7.0,7.0,7.0,30.0,300.0,2.17,2.0,2.0,2.0,2.0,2.0,2.03,40.0,49.0,210.0,320.0,196.0,693.0,1209.0,2
724,19,21级,越南语,1,2,2,3,1,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,3,2,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,篮球，羽毛球，跑步，室内锻炼,3.0,60.0,7.0,30.0,7.0,30.0,,1.67,1.3,1.27,1.22,1.8,1.4,1.45,180.0,210.0,210.0,1440.0,840.0,693.0,2973.0,3
725,18,2021,德语,1,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,7.0,120.0,7.0,120.0,7.0,120.0,300.0,2.08,2.0,2.0,2.0,2.0,2.0,2.02,840.0,840.0,840.0,6720.0,3360.0,2772.0,12852.0,3
728,18,20201级,俄语,1,1,3,3,1,3,3,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,跑步 篮球,3.0,60.0,2.0,60.0,2.0,100.0,300.0,2.92,2.7,2.64,2.56,2.7,2.7,2.71,180.0,120.0,200.0,1440.0,480.0,660.0,2580.0,3
735,18,大一,越南语,1,1,3,3,1,3,3,2,1,1,1,3,2,3,3,1,1,2,1,1,2,3,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,1,1,2,2,3,3,1,3,1,1,3,2,2,3,2,2,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,打篮球，跑步,4.0,30.0,1.0,30.0,6.0,10.0,120.0,2.08,1.6,1.82,2.11,2.1,1.9,1.94,120.0,30.0,60.0,960.0,120.0,198.0,1278.0,2
738,22,2018,国际政治,1,2,4,3,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,-2,2,-2,2,-2,2,走路、睡觉,0.0,0.0,0.0,0.0,0.0,,,3.0,2.8,2.82,3.0,3.0,3.0,2.94,0.0,0.0,,0.0,0.0,,,1
740,18,大一,德语,1,2,3,3,1,4,2,3,2,1,4,2,2,3,2,1,2,2,4,5,2,3,3,3,1,1,2,2,2,2,4,2,3,3,2,2,2,4,1,2,2,2,2,1,2,3,2,1,4,1,1,3,3,4,4,1,1,1,4,1,1,4,1,1,2,2,5,1,1,2,-2,1,1,2,篮球,3.0,20.0,0.0,0.0,7.0,60.0,,2.75,2.4,1.91,2.67,2.1,2.1,2.32,60.0,0.0,420.0,480.0,0.0,1386.0,1866.0,3
742,19,2021,印地语,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,3.0,2.8,3.0,3.0,3.0,3.0,2.97,0.0,0.0,,0.0,0.0,,,1
743,18,2021,新闻传播,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,-2,2,篮球，跑步,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,1
749,19,2020级,乌克兰语专业,1,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球 长跑,0.0,0.0,0.0,0.0,0.0,,,2.17,2.0,2.0,2.0,2.0,2.0,2.03,0.0,0.0,,0.0,0.0,,,1
750,19,2020级,商务英语,1,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,30.0,7.0,50.0,120.0,2.08,2.0,2.09,2.0,2.0,2.0,2.03,90.0,210.0,350.0,720.0,840.0,1155.0,2715.0,3
755,19,大一,日语,1,2,2,2,1,5,2,2,1,2,2,2,2,4,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,健身,3.0,40.0,0.0,0.0,7.0,180.0,240.0,2.25,1.9,2.18,2.22,2.3,2.0,2.15,120.0,0.0,1260.0,960.0,0.0,4158.0,5118.0,3
756,19,2020级,财务管理,1,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,1.73,1.89,1.9,1.8,1.89,0.0,0.0,,0.0,0.0,,,1
759,18,大一,中国语言文学,1,2,2,2,2,4,3,2,1,2,2,3,2,2,2,2,1,2,1,2,1,2,2,4,2,3,2,1,1,2,4,3,3,3,1,5,2,4,4,2,2,2,2,3,2,2,3,4,3,4,4,3,3,2,4,2,3,1,2,1,2,2,3,4,3,2,4,1,1,1,1,1,1,1,跑步,5.0,30.0,7.0,60.0,7.0,30.0,300.0,2.42,2.4,2.73,2.44,2.9,2.0,2.48,150.0,420.0,210.0,1200.0,1680.0,693.0,3573.0,3
762,19,大二,商务英语,1,2,3,3,2,4,2,2,1,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球，跑步,2.0,60.0,2.0,30.0,7.0,35.0,180.0,2.25,2.0,2.36,2.44,2.5,2.0,2.26,120.0,60.0,245.0,960.0,240.0,808.5,2008.5,2
763,18,2021级,大数据管理与应用,1,2,3,3,2,3,3,3,2,2,2,3,2,3,3,1,1,2,2,2,2,3,2,3,3,3,2,2,2,2,3,1,3,3,3,4,1,2,2,3,2,3,3,1,1,3,2,2,3,3,3,3,3,4,3,4,1,2,2,2,1,2,3,3,3,3,2,1,1,1,1,1,1,2,跑步,2.0,30.0,7.0,30.0,7.0,60.0,,2.58,2.2,2.55,2.78,1.9,2.5,2.42,60.0,210.0,420.0,480.0,840.0,1386.0,2706.0,2
769,19,大一,国际组织,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,30.0,7.0,60.0,120.0,1.08,1.4,1.18,1.22,1.6,1.2,1.27,90.0,210.0,420.0,720.0,840.0,1386.0,2946.0,3
770,20,大一,学前教育,1,2,3,3,1,5,2,3,2,1,2,2,2,3,2,2,2,2,2,5,2,2,4,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,2.0,60.0,1.0,40.0,7.0,60.0,600.0,2.42,2.5,2.0,2.33,1.9,2.0,2.19,120.0,40.0,420.0,960.0,160.0,1386.0,2506.0,2
771,19,2020,日语,1,2,3,2,1,5,4,2,3,2,3,4,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,2.58,2.1,2.09,2.33,2.0,2.0,2.19,0.0,0.0,,0.0,0.0,,,1
772,21,大二,商务英语,1,1,3,3,2,5,3,4,1,3,4,3,3,4,3,2,2,2,2,3,3,4,3,3,2,3,2,3,3,3,3,3,3,2,3,2,1,2,3,3,3,3,2,3,3,3,3,3,2,3,3,4,3,1,3,2,1,3,3,3,3,3,2,3,3,3,3,1,1,2,-2,1,1,1,跑步,2.0,50.0,0.0,0.0,5.0,40.0,200.0,3.08,2.6,2.64,3.0,2.8,2.5,2.77,100.0,0.0,200.0,800.0,0.0,660.0,1460.0,2
773,18,2021,财务管理acca方向,1,2,2,3,1,5,1,1,2,1,1,1,2,2,1,1,1,2,1,3,2,3,3,3,1,3,2,1,2,2,2,1,1,2,3,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,1.0,120.0,2.0,120.0,7.0,60.0,600.0,1.58,1.8,1.36,1.67,1.6,1.4,1.56,120.0,240.0,420.0,960.0,960.0,1386.0,3306.0,3
780,18,大一,商务,1,2,2,3,1,4,3,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,3,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球，跑步,0.0,0.0,0.0,0.0,0.0,,,1.75,1.4,1.45,1.78,1.1,1.0,1.42,0.0,0.0,,0.0,0.0,,,1
781,19,2021,商务英语,1,2,3,3,2,4,2,2,2,2,1,2,3,3,3,2,2,1,2,5,3,3,3,3,1,5,3,1,4,2,3,2,2,3,3,4,2,2,4,2,2,2,2,3,2,2,3,3,3,4,2,3,3,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,-2,1,1,1,1,2,羽毛球,0.0,0.0,5.0,60.0,7.0,15.0,,2.42,2.5,2.73,2.67,3.1,1.9,2.55,0.0,300.0,105.0,0.0,1200.0,346.5,1546.5,2
783,18,大一,商务英语,1,2,3,2,1,3,2,2,1,2,1,2,2,3,2,3,3,2,2,2,1,2,2,3,3,4,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,3,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,篮球 跑步,5.0,60.0,7.0,60.0,7.0,20.0,,1.67,1.6,1.82,2.22,2.0,1.6,1.81,300.0,420.0,140.0,2400.0,1680.0,462.0,4542.0,3
784,20,2021,工商管理,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,篮球,4.0,90.0,4.0,90.0,7.0,30.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0,360.0,210.0,2880.0,1440.0,693.0,5013.0,3
785,18,2021级,商务英语专业,1,1,3,3,2,3,2,3,1,2,2,3,2,2,2,1,3,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,2,1,1,1,2,2,1,1,1,1,3,1,1,1,1,2,2,2,3,1,2,1,3,1,2,3,3,3,1,2,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,1.92,1.7,2.09,1.56,1.7,1.6,1.77,0.0,0.0,,0.0,0.0,,,1
786,19,2021级,波兰语,1,2,3,3,2,5,2,2,2,3,2,2,2,2,3,2,2,1,3,1,2,2,2,3,2,3,2,2,2,2,4,3,2,3,3,2,2,2,3,2,1,2,2,2,1,1,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,-2,1,1,2,篮球,2.0,80.0,0.0,0.0,7.0,30.0,,2.5,2.3,2.09,2.44,2.0,1.4,2.13,160.0,0.0,210.0,1280.0,0.0,693.0,1973.0,2
790,19,2021,物流管理,1,1,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,3,3,2,2,3,2,4,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,篮球,5.0,120.0,6.0,120.0,7.0,15.0,300.0,2.33,2.4,2.0,2.44,2.2,1.9,2.21,600.0,720.0,105.0,4800.0,2880.0,346.5,8026.5,3
793,18,2021级,中国语言文化类,1,2,3,3,1,4,2,2,3,1,2,2,1,2,3,3,2,2,2,2,4,3,4,3,2,3,2,2,2,2,3,4,3,2,1,3,3,1,3,3,2,4,2,2,2,3,2,2,4,2,2,4,3,2,3,3,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,2,健身，跑步，打篮球,4.0,60.0,7.0,60.0,7.0,50.0,,2.42,2.4,2.73,2.89,2.4,2.1,2.48,240.0,420.0,350.0,1920.0,1680.0,1155.0,4755.0,3
799,18,2021级,工商管理类,1,2,1,2,1,3,3,2,1,1,5,3,2,3,2,2,2,2,2,1,2,3,3,2,2,3,3,2,1,2,2,2,3,3,1,3,2,1,4,3,2,2,1,2,2,3,2,2,3,2,3,2,3,3,2,1,2,2,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,篮球  跑步  羽毛球,4.0,40.0,7.0,60.0,7.0,60.0,300.0,2.5,2.0,2.09,1.89,2.2,2.4,2.19,160.0,420.0,420.0,1280.0,1680.0,1386.0,4346.0,3
801,18,2021级,葡萄牙语,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,5.0,120.0,3.0,120.0,7.0,180.0,240.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,600.0,360.0,1260.0,4800.0,1440.0,4158.0,10398.0,3
806,18,大一,日语,1,2,3,3,1,2,1,1,1,1,2,2,2,3,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,1,4,5,1,1,2,3,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,篮球,3.0,90.0,3.0,60.0,7.0,20.0,180.0,1.92,1.7,1.36,2.0,1.7,1.6,1.71,270.0,180.0,140.0,2160.0,720.0,462.0,3342.0,3
811,19,2021级,法学,1,2,3,3,1,5,2,1,2,2,2,2,2,3,1,1,3,2,1,3,1,2,2,3,1,4,2,1,3,2,3,3,3,2,4,4,2,2,4,1,2,3,2,3,3,2,2,2,1,2,3,2,2,4,2,3,2,2,2,3,3,2,3,2,2,3,3,1,1,1,1,1,1,1,篮球，跑步,5.0,60.0,7.0,30.0,7.0,120.0,5.0,2.17,2.2,2.18,2.56,2.8,2.3,2.35,300.0,210.0,840.0,2400.0,840.0,2772.0,6012.0,3
813,20,2020,电商,1,1,3,3,1,3,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,2.25,2.3,2.18,2.22,2.1,2.4,2.24,0.0,0.0,,0.0,0.0,,,1
