,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
233,605,18,大一,管理与经济,1,0,2,2,2,2,2,1,3,3,1,2,4,4,4,1,1,1,1,3,3,2,3,2,2,2,1,1,2,1,1,5,1,4,2,3,1,3,3,3,3,1,2,2,2,2,3,2,2,2,3,2,1,1,1,2,3,2,2,2,5,2,2,1,2,2,2,2,-2,2,-2,1,1,1,走路，跑步,0.0,0.0,0.0,0.0,7.0,75.0,480.0,3.25,2.5,2.91,2.78,2.3,3.2,2.84,0.0,0.0,525.0,0.0,0.0,1732.5,1732.5,2,3
234,606,18,大一,电气信息,0,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,3.0,40.0,3.0,15.0,7.0,30.0,300.0,2.83,2.6,3.0,3.0,2.5,2.9,2.81,120.0,45.0,210.0,960.0,180.0,693.0,1833.0,3,2
235,618,22,2021,管科,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,跳舞,1.0,0.0,5.0,20.0,7.0,120.0,480.0,2.92,2.7,3.27,3.1100000000000003,3.0,3.2,3.03,0.0,100.0,840.0,0.0,400.0,2772.0,3172.0,3,3
237,622,19,2020,法学,1,1,3,3,2,4,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,4,2,3,3,3,3,3,3,4,3,3,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,1.0,30.0,1.0,30.0,5.0,30.0,60.0,2.42,2.6,2.73,2.89,2.4,2.9,2.65,30.0,30.0,150.0,240.0,120.0,495.0,855.0,2,2
238,623,19,大二,法学,1,1,3,3,2,4,2,3,1,2,3,4,3,3,4,1,2,2,4,3,4,2,3,2,2,4,1,1,3,3,3,3,4,5,4,2,1,3,4,3,2,2,1,2,2,4,3,2,4,1,1,3,4,1,1,4,2,3,3,2,1,2,1,2,2,1,2,2,-2,2,-2,1,1,1,羽毛球，跳绳,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.08,2.4,2.82,2.44,2.2,3.0,2.48,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1,3
239,624,19,2020级,机械类,0,1,2,2,3,4,1,2,3,2,3,2,2,3,4,2,3,1,1,4,3,3,2,4,4,4,2,1,3,3,4,3,3,3,3,2,3,2,3,4,3,2,3,2,2,2,2,1,2,1,3,4,4,1,3,2,2,3,2,3,2,3,3,3,3,3,2,1,1,2,-2,1,1,2,长跑,3.0,40.0,0.0,0.0,7.0,60.0,,2.67,2.0,2.45,1.89,2.6,2.6,2.39,120.0,0.0,420.0,960.0,0.0,1386.0,2346.0,3,2
240,626,22,研一,管理科学与工程,1,1,2,3,1,5,3,3,2,3,2,2,3,3,4,2,2,3,2,3,2,3,3,4,2,4,3,2,4,3,4,3,3,3,2,3,2,2,4,2,2,2,1,3,3,2,3,3,2,2,4,4,3,3,2,3,3,1,2,2,1,3,2,2,2,2,2,2,-2,1,1,1,1,2,快走,0.0,0.0,2.0,10.0,7.0,20.0,,2.42,2.1,2.64,2.0,2.2,2.7,2.35,0.0,20.0,140.0,0.0,80.0,462.0,542.0,2,3
241,628,19,大二,电气,1,1,2,2,2,4,2,3,1,1,4,2,2,2,1,1,1,2,1,4,2,2,3,2,1,1,3,1,1,2,3,4,2,2,2,4,1,2,2,3,2,1,2,1,2,2,1,1,4,1,4,3,3,2,3,2,1,1,2,1,2,2,1,1,2,2,3,1,1,1,1,1,1,1,长跑,3.0,45.0,5.0,60.0,7.0,60.0,300.0,2.67,2.5,3.45,2.78,3.3,3.1,2.97,135.0,300.0,420.0,1080.0,1200.0,1386.0,3666.0,3,2
242,629,18,大二,建筑工程,0,1,2,2,2,2,2,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-2,2,-2,1,1,2,电子竞技,0.0,0.0,0.0,0.0,6.0,60.0,,3.75,3.5,4.0,4.0,3.9,4.0,3.85,0.0,0.0,360.0,0.0,0.0,1188.0,1188.0,2,3
243,630,19,2020,化学化工,0,1,2,2,2,5,2,1,1,3,2,2,4,4,1,1,1,2,1,4,4,1,4,4,1,2,2,1,3,3,2,3,1,3,4,2,1,3,4,1,1,2,1,3,1,1,2,3,2,3,1,3,3,1,2,1,2,2,4,2,2,1,1,5,1,1,5,1,1,1,1,1,1,1,篮球跑步,3.0,39.0,2.0,40.0,7.0,60.0,360.0,2.67,2.7,2.82,2.56,2.1,3.7,2.76,117.0,80.0,420.0,936.0,320.0,1386.0,2642.0,3,2
244,631,18,大一,电气信息,0,1,3,2,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,3,1,3,2,2,2,1,1,1,3,1,3,1,1,1,1,1,1,1,3,2,-2,1,1,1,1,1,打球，打游戏,0.0,0.0,4.0,20.0,3.0,20.0,600.0,3.42,3.5,3.55,3.78,3.1,4.0,3.55,0.0,80.0,60.0,0.0,320.0,198.0,518.0,2,3
246,637,20,大二,土木,0,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,2,篮球,0.0,0.0,7.0,30.0,7.0,30.0,,2.83,3.0,3.0,3.0,3.0,3.0,2.97,0.0,210.0,210.0,0.0,840.0,693.0,1533.0,2,3
247,638,20,2020,材控,0,1,2,2,2,5,3,3,2,2,2,2,3,2,4,2,2,4,1,4,4,3,1,3,2,4,2,4,4,3,5,2,3,3,4,3,3,4,5,4,2,3,3,3,4,2,2,2,3,3,3,4,5,1,2,2,2,4,2,2,2,2,2,3,2,3,3,2,-2,2,-2,1,1,2,无,0.0,0.0,0.0,0.0,5.0,30.0,,2.0,2.0,2.0,2.33,2.1,2.4,2.13,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2,3
248,639,18,大二,视觉传达设计,1,0,1,2,1,4,2,2,1,3,2,1,1,2,2,3,3,3,3,3,5,2,3,2,1,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,1,2,1,1,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,打太极,1.0,100.0,7.0,15.0,5.0,30.0,500.0,2.33,2.7,2.18,2.22,2.6,2.3,2.39,100.0,105.0,150.0,800.0,420.0,495.0,1715.0,2,2
249,640,20,2020,建筑工程,0,1,3,2,3,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,慢跑,4.0,30.0,4.0,60.0,7.0,30.0,240.0,3.17,3.1,3.27,3.33,3.1,3.2,3.19,120.0,240.0,210.0,960.0,960.0,693.0,2613.0,3,2
250,641,18,大一,数理,0,0,2,2,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,自行车,5.0,80.0,7.0,20.0,7.0,80.0,360.0,4.0,3.4,4.0,4.0,4.0,4.0,3.9,400.0,140.0,560.0,3200.0,560.0,1848.0,5608.0,3,2
251,643,23,2021级,物流工程与管理,1,0,2,3,2,4,3,3,1,4,3,3,3,4,1,1,1,2,1,2,1,3,4,3,3,4,2,1,2,1,3,3,3,3,3,3,1,1,4,2,1,1,1,3,3,1,3,3,2,1,3,3,3,1,1,1,1,1,3,1,1,3,1,1,2,2,4,1,1,2,-2,1,1,1,羽毛球,3.0,180.0,0.0,0.0,7.0,7.0,3600.0,2.67,2.6,3.64,2.44,2.1,3.2,2.79,540.0,0.0,49.0,4320.0,0.0,161.7,4481.7,3,2
252,646,23,2020,土木水利,1,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,散步,0.0,0.0,2.0,20.0,5.0,25.0,480.0,3.25,3.0,3.0,3.0,3.0,3.0,3.05,0.0,40.0,125.0,0.0,160.0,412.5,572.5,2,3
253,648,21,研一,物流工程与管理,1,0,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,4,2,3,3,3,2,3,3,3,2,4,3,4,3,3,2,3,4,3,3,5,3,2,3,3,3,2,2,2,3,4,4,4,4,2,-2,2,-2,1,1,2,walk,0.0,0.0,0.0,0.0,5.0,60.0,,2.67,2.3,2.0,2.67,2.2,1.7000000000000002,2.26,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2,3
255,655,18,2021,工程与能源大类,1,1,3,3,2,3,2,2,1,2,3,3,3,3,3,1,2,3,3,4,3,2,2,3,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,3,2,2,2,2,2,3,2,3,4,2,4,3,2,3,4,3,3,1,3,3,2,3,3,3,2,3,3,1,1,1,1,1,1,1,有氧运动,2.0,50.0,7.0,20.0,7.0,50.0,480.0,2.25,2.9,2.73,2.44,2.8,2.7,2.63,100.0,140.0,350.0,800.0,560.0,1155.0,2515.0,2,2
258,661,22,2021,管科,1,0,2,3,2,3,2,4,1,1,2,2,3,3,2,1,1,3,2,3,3,3,1,2,2,3,2,2,2,3,3,2,1,3,3,3,2,2,3,3,3,3,2,2,3,3,2,1,3,2,2,3,2,3,4,2,2,2,2,2,2,3,2,3,3,4,2,1,1,1,1,1,1,2,走路，瑜伽,3.0,20.0,4.0,20.0,7.0,80.0,,2.58,2.7,2.73,2.67,2.8,2.2,2.61,60.0,80.0,560.0,480.0,320.0,1848.0,2648.0,3,3
259,672,22,2021,管理科学与工程,0,1,2,2,3,4,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,3,1,1,3,3,4,4,3,2,3,1,1,1,3,1,1,3,3,1,1,1,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,-2,1,1,1,羽毛球跑步,2.0,60.0,0.0,0.0,7.0,60.0,300.0,2.75,3.3,3.64,3.67,3.4,3.2,3.31,120.0,0.0,420.0,960.0,0.0,1386.0,2346.0,2,2
260,675,23,研究生一年级,管理科学与工程,0,1,3,3,3,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,篮球，羽毛球,3.0,90.0,2.0,20.0,7.0,20.0,360.0,2.92,3.2,3.0,3.1100000000000003,2.8,3.1,3.02,270.0,40.0,140.0,2160.0,160.0,462.0,2782.0,3,2
261,680,23,研一,管理科学与工程,1,0,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,60.0,6.0,60.0,540.0,2.92,3.0,3.18,2.89,3.0,3.0,3.0,0.0,300.0,360.0,0.0,1200.0,1188.0,2388.0,2,3
263,691,26,2021级,管理科学与工程,0,0,2,2,3,2,3,3,2,1,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,5,2,2,4,2,3,2,2,2,3,4,2,2,5,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,3,1,2,1,3,1,1,2,2,2,3,3,3,2,-2,1,1,1,1,1,打乒乓球,0.0,0.0,5.0,20.0,7.0,30.0,360.0,2.25,2.8,2.91,2.89,2.2,2.9,2.65,0.0,100.0,210.0,0.0,400.0,693.0,1093.0,2,3
264,692,20,大三,广播电视编导,1,1,2,2,3,4,3,2,1,1,2,3,2,2,4,2,2,2,2,4,2,3,2,3,2,5,1,1,2,3,5,1,1,3,2,4,2,2,5,4,2,2,2,4,2,3,2,4,4,3,4,4,2,2,4,2,4,3,2,3,1,2,1,2,3,4,1,1,1,1,1,1,1,1,跑步，走路,3.0,30.0,3.0,30.0,7.0,50.0,,2.08,2.7,2.55,2.22,2.3,2.6,2.4,90.0,90.0,350.0,720.0,360.0,1155.0,2235.0,3,2
266,699,23,2021级,工程财务与造价管理,1,0,2,3,2,4,2,3,2,2,3,2,2,3,3,2,2,2,2,3,1,2,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,3,4,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,3,1,2,2,2,3,2,-2,2,-2,1,1,1,打羽毛球,0.0,0.0,0.0,0.0,7.0,30.0,420.0,2.58,2.7,2.91,2.56,2.1,2.7,2.6,0.0,0.0,210.0,0.0,0.0,693.0,693.0,2,3
267,704,22,研一,管理科学与工程,0,1,2,3,3,4,1,1,1,1,1,2,3,1,2,1,2,3,3,2,4,3,3,3,1,2,1,1,3,1,3,1,2,2,1,1,3,1,4,3,1,2,4,4,1,2,1,2,3,1,1,2,3,3,2,1,3,2,1,2,4,1,1,1,3,1,3,1,1,1,1,1,1,1,健身房锻炼,6.0,120.0,6.0,120.0,7.0,60.0,240.0,2.83,3.4,3.27,2.78,2.3,3.2,2.97,720.0,720.0,420.0,5760.0,2880.0,1386.0,10026.0,3,2
268,706,22,研一,物流工程与管理,1,1,2,2,2,3,2,3,3,2,2,2,3,2,1,1,1,2,1,4,2,2,3,2,1,3,2,2,3,2,3,3,3,2,3,2,3,3,3,2,2,1,2,3,2,1,2,3,1,1,2,2,3,1,2,1,2,1,3,2,2,3,1,1,2,2,3,2,-2,1,1,1,1,1,收拾房间,0.0,0.0,1.0,90.0,7.0,60.0,240.0,2.83,2.3,3.55,2.78,2.3,3.4,2.87,0.0,90.0,420.0,0.0,360.0,1386.0,1746.0,2,3
270,709,22,研一,管理科学与工程,1,1,2,3,3,3,2,4,1,1,2,2,1,3,1,1,2,3,2,2,1,1,2,3,2,5,2,1,2,3,2,1,3,1,1,3,1,3,5,3,1,1,1,2,1,4,1,2,3,2,4,3,2,3,3,1,3,1,3,2,1,2,1,1,4,4,2,1,1,1,1,1,1,1,跳舞,1.0,90.0,5.0,30.0,7.0,45.0,480.0,2.83,3.0,3.45,2.89,2.4,2.5,2.85,90.0,150.0,315.0,720.0,600.0,1039.5,2359.5,2,2
272,711,19,2021,法语,0,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,4.0,120.0,4.0,120.0,7.0,30.0,720.0,2.83,3.0,3.0,2.89,2.8,3.0,2.92,480.0,480.0,210.0,3840.0,1920.0,693.0,6453.0,3,2
273,712,18,2021级,法学➕法语,0,1,2,1,3,5,4,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,回宿舍,3.0,60.0,7.0,60.0,7.0,30.0,600.0,2.67,3.1,3.0,2.89,3.0,3.0,2.94,180.0,420.0,210.0,1440.0,1680.0,693.0,3813.0,3,2
274,713,18,2021级,阿拉伯语,0,1,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,2,1,3,4,3,2,1,2,2,1,2,3,3,2,3,1,3,2,3,2,3,1,2,2,2,2,2,2,3,3,2,3,3,1,2,3,2,4,2,3,2,3,3,3,3,2,2,4,1,1,1,1,1,1,2,跑步,3.0,45.0,5.0,60.0,7.0,30.0,,2.58,2.8,2.64,2.22,2.4,3.1,2.63,135.0,300.0,210.0,1080.0,1200.0,693.0,2973.0,3,2
275,718,19,大一,泰语,0,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,7.0,60.0,2.0,60.0,0.0,0.0,60.0,3.75,3.8,3.73,3.56,3.5,3.6,3.66,420.0,120.0,0.0,3360.0,480.0,0.0,3840.0,3,2
276,722,19,大一,韩语,0,1,2,3,3,4,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球跑步,3.0,60.0,2.0,30.0,4.0,30.0,60.0,2.25,2.3,2.18,2.22,2.1,2.2,2.21,180.0,60.0,120.0,1440.0,240.0,396.0,2076.0,3,2
277,723,18,大一,翻译,0,0,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,俯卧撑,2.0,20.0,7.0,7.0,7.0,30.0,300.0,2.83,3.0,3.0,3.0,3.0,3.0,2.97,40.0,49.0,210.0,320.0,196.0,693.0,1209.0,2,2
278,724,19,21级,越南语,0,1,3,2,3,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,3,2,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,篮球，羽毛球，跑步，室内锻炼,3.0,60.0,7.0,30.0,7.0,30.0,,3.33,3.7,3.73,3.78,3.2,3.6,3.55,180.0,210.0,210.0,1440.0,840.0,693.0,2973.0,3,2
279,725,18,2021,德语,0,0,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,7.0,120.0,7.0,120.0,7.0,120.0,300.0,2.92,3.0,3.0,3.0,3.0,3.0,2.98,840.0,840.0,840.0,6720.0,3360.0,2772.0,12852.0,3,2
280,728,18,20201级,俄语,0,0,2,2,3,3,3,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,跑步 篮球,3.0,60.0,2.0,60.0,2.0,100.0,300.0,2.08,2.3,2.36,2.44,2.3,2.3,2.29,180.0,120.0,200.0,1440.0,480.0,660.0,2580.0,3,2
281,735,18,大一,越南语,0,0,2,2,3,3,3,2,1,1,1,3,2,3,3,1,1,2,1,1,2,3,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,1,1,2,2,3,3,1,3,1,1,3,2,2,3,2,2,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,打篮球，跑步,4.0,30.0,1.0,30.0,6.0,10.0,120.0,2.92,3.4,3.18,2.89,2.9,3.1,3.06,120.0,30.0,60.0,960.0,120.0,198.0,1278.0,2,2
283,740,18,大一,德语,0,1,2,2,3,4,2,3,2,1,4,2,2,3,2,1,2,2,4,5,2,3,3,3,1,1,2,2,2,2,4,2,3,3,2,2,2,4,1,2,2,2,2,1,2,3,2,1,4,1,1,3,3,4,4,1,1,1,4,1,1,4,1,1,2,2,5,1,1,2,-2,1,1,2,篮球,3.0,20.0,0.0,0.0,7.0,60.0,,2.25,2.6,3.09,2.33,2.9,2.9,2.68,60.0,0.0,420.0,480.0,0.0,1386.0,1866.0,3,3
287,750,19,2020级,商务英语,0,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,30.0,7.0,50.0,120.0,2.92,3.0,2.91,3.0,3.0,3.0,2.97,90.0,210.0,350.0,720.0,840.0,1155.0,2715.0,3,2
288,755,19,大一,日语,0,1,3,3,3,5,2,2,1,2,2,2,2,4,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,健身,3.0,40.0,0.0,0.0,7.0,180.0,240.0,2.75,3.1,2.82,2.78,2.7,3.0,2.85,120.0,0.0,1260.0,960.0,0.0,4158.0,5118.0,3,3
290,759,18,大一,中国语言文学,0,1,3,3,2,4,3,2,1,2,2,3,2,2,2,2,1,2,1,2,1,2,2,4,2,3,2,1,1,2,4,3,3,3,1,5,2,4,4,2,2,2,2,3,2,2,3,4,3,4,4,3,3,2,4,2,3,1,2,1,2,2,3,4,3,2,4,1,1,1,1,1,1,1,跑步,5.0,30.0,7.0,60.0,7.0,30.0,300.0,2.58,2.6,2.27,2.56,2.1,3.0,2.52,150.0,420.0,210.0,1200.0,1680.0,693.0,3573.0,3,2
291,762,19,大二,商务英语,0,1,2,2,2,4,2,2,1,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球，跑步,2.0,60.0,2.0,30.0,7.0,35.0,180.0,2.75,3.0,2.64,2.56,2.5,3.0,2.74,120.0,60.0,245.0,960.0,240.0,808.5,2008.5,2,2
292,763,18,2021级,大数据管理与应用,0,1,2,2,2,3,3,3,2,2,2,3,2,3,3,1,1,2,2,2,2,3,2,3,3,3,2,2,2,2,3,1,3,3,3,4,1,2,2,3,2,3,3,1,1,3,2,2,3,3,3,3,3,4,3,4,1,2,2,2,1,2,3,3,3,3,2,1,1,1,1,1,1,2,跑步,2.0,30.0,7.0,30.0,7.0,60.0,,2.42,2.8,2.45,2.22,3.1,2.5,2.58,60.0,210.0,420.0,480.0,840.0,1386.0,2706.0,2,3
293,769,19,大一,国际组织,0,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,30.0,7.0,60.0,120.0,3.92,3.6,3.82,3.78,3.4,3.8,3.73,90.0,210.0,420.0,720.0,840.0,1386.0,2946.0,3,2
294,770,20,大一,学前教育,0,1,2,2,3,5,2,3,2,1,2,2,2,3,2,2,2,2,2,5,2,2,4,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,2.0,60.0,1.0,40.0,7.0,60.0,600.0,2.58,2.5,3.0,2.67,3.1,3.0,2.81,120.0,40.0,420.0,960.0,160.0,1386.0,2506.0,2,2
296,772,21,大二,商务英语,0,0,2,2,2,5,3,4,1,3,4,3,3,4,3,2,2,2,2,3,3,4,3,3,2,3,2,3,3,3,3,3,3,2,3,2,1,2,3,3,3,3,2,3,3,3,3,3,2,3,3,4,3,1,3,2,1,3,3,3,3,3,2,3,3,3,3,1,1,2,-2,1,1,1,跑步,2.0,50.0,0.0,0.0,5.0,40.0,200.0,1.92,2.4,2.36,2.0,2.2,2.5,2.23,100.0,0.0,200.0,800.0,0.0,660.0,1460.0,2,2
297,773,18,2021,财务管理acca方向,0,1,3,2,3,5,1,1,2,1,1,1,2,2,1,1,1,2,1,3,2,3,3,3,1,3,2,1,2,2,2,1,1,2,3,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,1.0,120.0,2.0,120.0,7.0,60.0,600.0,3.42,3.2,3.64,3.33,3.4,3.6,3.44,120.0,240.0,420.0,960.0,960.0,1386.0,3306.0,3,2
299,781,19,2021,商务英语,0,1,2,2,2,4,2,2,2,2,1,2,3,3,3,2,2,1,2,5,3,3,3,3,1,5,3,1,4,2,3,2,2,3,3,4,2,2,4,2,2,2,2,3,2,2,3,3,3,4,2,3,3,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,-2,1,1,1,1,2,羽毛球,0.0,0.0,5.0,60.0,7.0,15.0,,2.58,2.5,2.27,2.33,1.9,3.1,2.45,0.0,300.0,105.0,0.0,1200.0,346.5,1546.5,2,3
300,783,18,大一,商务英语,0,1,2,3,3,3,2,2,1,2,1,2,2,3,2,3,3,2,2,2,1,2,2,3,3,4,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,3,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,篮球 跑步,5.0,60.0,7.0,60.0,7.0,20.0,,3.33,3.4,3.18,2.78,3.0,3.4,3.19,300.0,420.0,140.0,2400.0,1680.0,462.0,4542.0,3,2
